"MULTILINESTRING ((-93.288767314862227 44.983594401704551,-93.288296294292763 44.984128380651612))"
"MULTILINESTRING ((-93.288767314862227 44.983594401704551,-93.287826846767416 44.982907916421084))"
"MULTILINESTRING ((-93.287929837923642 44.966314146078922,-93.288736083920341 44.966169575774686))"
"MULTILINESTRING ((-93.288736083920341 44.966169575774686,-93.287382721472781 44.964992071705275))"
"MULTILINESTRING ((-93.28871808496838 44.97237081938021,-93.288703827446383 44.972384238911893))"
"MULTILINESTRING ((-93.288711393507825 44.972369382148457,-93.28871808496838 44.97237081938021))"
"MULTILINESTRING ((-93.287562257675376 44.979158706209489,-93.28871626498821 44.977078586013633))"
"MULTILINESTRING ((-93.288139289521268 44.976817078692982,-93.28871626498821 44.977078586013633))"
"MULTILINESTRING ((-93.288703827446383 44.972384238911893,-93.288711393507825 44.972369382148457))"
"MULTILINESTRING ((-93.288200650349836 44.972259681691199,-93.288711393507825 44.972369382148457))"
"MULTILINESTRING ((-93.288703827446383 44.972384238911893,-93.288200650349836 44.972259681691199))"
"MULTILINESTRING ((-93.288187312009228 44.972220417300136,-93.288695730254275 44.971275242692997))"
"MULTILINESTRING ((-93.288695730254275 44.971275242692997,-93.288279208251339 44.970346360851778))"
"MULTILINESTRING ((-93.287995134581251 44.990442778228903,-93.288665354723463 44.988428411032864))"
"MULTILINESTRING ((-93.288665354723463 44.988428411032864,-93.287876166603894 44.988042282274485))"
"MULTILINESTRING ((-93.288594834082801 44.985334435917686,-93.288405638805202 44.986554751815312))"
"MULTILINESTRING ((-93.288594834082801 44.985334435917686,-93.28797830981101 44.984889951586567))"
"MULTILINESTRING ((-93.288183831642996 44.967513162741064,-93.288500912643443 44.966745920085032))"
"MULTILINESTRING ((-93.288500912643443 44.966745920085032,-93.287929837923642 44.966314146078922))"
"MULTILINESTRING ((-93.288483279579012 44.9699275060836,-93.288279347081428 44.970296408113491))"
"MULTILINESTRING ((-93.288483279579012 44.9699275060836,-93.288162145869606 44.969627234207422))"
"MULTILINESTRING ((-93.288428199649985 44.974147653601946,-93.28731783164632 44.97534271441112))"
"MULTILINESTRING ((-93.287619500149617 44.973246722024982,-93.288428199649985 44.974147653601946))"
"MULTILINESTRING ((-93.288405638805202 44.986554751815312,-93.288117142497725 44.986741193428941))"
"MULTILINESTRING ((-93.288296294292763 44.984128380651612,-93.288110792050759 44.984225947608827))"
"MULTILINESTRING ((-93.288279347081428 44.970296408113491,-93.287277936931972 44.970418147354003))"
"MULTILINESTRING ((-93.288279347081428 44.970296408113491,-93.288279208251339 44.970346360851778))"
"MULTILINESTRING ((-93.288279208251339 44.970346360851778,-93.287472589631633 44.971574041895387))"
"MULTILINESTRING ((-93.287843149683226 44.972886870930971,-93.288200650349836 44.972259681691199))"
"MULTILINESTRING ((-93.288200650349836 44.972259681691199,-93.288187312009228 44.972220417300136))"
"MULTILINESTRING ((-93.287472589631633 44.971574041895387,-93.288187312009228 44.972220417300136))"
"MULTILINESTRING ((-93.288183831642996 44.967513162741064,-93.288058917899306 44.968092997637889))"
"MULTILINESTRING ((-93.287926362885884 44.966313221538336,-93.288183831642996 44.967513162741064))"
"MULTILINESTRING ((-93.288162145869606 44.969627234207422,-93.287159958747949 44.969692216827518))"
"MULTILINESTRING ((-93.287907340423914 44.968677843531964,-93.288162145869606 44.969627234207422))"
"MULTILINESTRING ((-93.288139289521268 44.976817078692982,-93.286911720531123 44.977011638675179))"
"MULTILINESTRING ((-93.28731783164632 44.97534271441112,-93.288139289521268 44.976817078692982))"
"MULTILINESTRING ((-93.287876166603894 44.988042282274485,-93.288136368838479 44.986934374470657))"
"MULTILINESTRING ((-93.288117142497725 44.986741193428941,-93.288136368838479 44.986934374470657))"
"MULTILINESTRING ((-93.288125971088462 44.980247980674115,-93.288001581093013 44.980697179630745))"
"MULTILINESTRING ((-93.288125971088462 44.980247980674115,-93.287562257675376 44.979158706209489))"
"MULTILINESTRING ((-93.287720861504866 44.986387597132634,-93.288117142497725 44.986741193428941))"
"MULTILINESTRING ((-93.288001581093013 44.980697179630745,-93.288112397912073 44.980784768634862))"
"MULTILINESTRING ((-93.288110792050759 44.984225947608827,-93.287956955853744 44.984803068954193))"
"MULTILINESTRING ((-93.288110792050759 44.984225947608827,-93.287399253329752 44.98386934855241))"
"MULTILINESTRING ((-93.287902359140901 44.968134743097409,-93.288058917899306 44.968092997637889))"
"MULTILINESTRING ((-93.287897251620336 44.982185015298683,-93.288013455800112 44.98222448736027))"
"MULTILINESTRING ((-93.288001581093013 44.980697179630745,-93.287986148946587 44.980711895317668))"
"MULTILINESTRING ((-93.287640847475714 44.99086192585623,-93.287995134581251 44.990442778228903))"
"MULTILINESTRING ((-93.287995134581251 44.99044277822891,-93.287995134581251 44.990442778228903))"
"MULTILINESTRING ((-93.287995134581251 44.99044277822891,-93.287640847475714 44.99086192585623))"
"MULTILINESTRING ((-93.287796562265228 44.991039593415806,-93.287995134581251 44.99044277822891))"
"MULTILINESTRING ((-93.286645415713281 44.981025186480053,-93.287986148946587 44.980711895317668))"
"MULTILINESTRING ((-93.287986148946587 44.980711895317668,-93.28777581840518 44.982081448417986))"
"MULTILINESTRING ((-93.287720861504866 44.986387597132634,-93.28797830981101 44.984889951586567))"
"MULTILINESTRING ((-93.28797830981101 44.984889951586567,-93.287956955853744 44.984803068954193))"
"MULTILINESTRING ((-93.287956955853744 44.984803068954193,-93.286335304694049 44.985277430151861))"
"MULTILINESTRING ((-93.287926362885884 44.966313221538336,-93.287929837923642 44.966314146078922))"
"MULTILINESTRING ((-93.287585346364395 44.966174132178068,-93.287926362885884 44.966313221538336))"
"MULTILINESTRING ((-93.287090837000591 44.969612005935183,-93.287907340423914 44.968677843531964))"
"MULTILINESTRING ((-93.287907340423914 44.968677843531964,-93.287879480739505 44.968150108876223))"
"MULTILINESTRING ((-93.287879480739505 44.968150108876223,-93.287902359140901 44.968134743097409))"
"MULTILINESTRING ((-93.287476532386847 44.966491708910361,-93.287902359140901 44.968134743097409))"
"MULTILINESTRING ((-93.287826846767416 44.982907916421084,-93.287897251620336 44.982185015298683))"
"MULTILINESTRING ((-93.287897251620336 44.982185015298683,-93.28777581840518 44.982081448417986))"
"MULTILINESTRING ((-93.287774887592803 44.968152278399721,-93.287879480739505 44.968150108876223))"
"MULTILINESTRING ((-93.287876166603894 44.988042282274485,-93.287173110709119 44.9884613970369))"
"MULTILINESTRING ((-93.287619500149617 44.973246722024982,-93.287843149683226 44.972886870930971))"
"MULTILINESTRING ((-93.287540406250727 44.983052481449029,-93.287826846767416 44.982907916421084))"
"MULTILINESTRING ((-93.287639697107323 44.990869244933229,-93.287796562265228 44.991039593415806))"
"MULTILINESTRING ((-93.28777581840518 44.982081448417986,-93.287609384694719 44.982133068499834))"
"MULTILINESTRING ((-93.286537538122374 44.968971643094399,-93.287774887592803 44.968152278399721))"
"MULTILINESTRING ((-93.287774887592803 44.968152278399721,-93.286907816475065 44.967641133879134))"
"MULTILINESTRING ((-93.28639542294988 44.986160194028805,-93.287720861504866 44.986387597132634))"
"MULTILINESTRING ((-93.287640847475714 44.99086192585623,-93.287639697107323 44.990869244933229))"
"MULTILINESTRING ((-93.287640847475714 44.99086192585623,-93.287173110709119 44.9884613970369))"
"MULTILINESTRING ((-93.286383909220774 44.990950138941244,-93.287639697107323 44.990869244933229))"
"MULTILINESTRING ((-93.287033475676424 44.973429042269416,-93.287619500149617 44.973246722024982))"
"MULTILINESTRING ((-93.287206137881952 44.98267934560112,-93.287609384694719 44.982133068499834))"
"MULTILINESTRING ((-93.287609384694719 44.982133068499834,-93.286531248690864 44.981775979928109))"
"MULTILINESTRING ((-93.287476532386847 44.966491708910361,-93.287585346364395 44.966174132178068))"
"MULTILINESTRING ((-93.287351933462404 44.965647597097082,-93.287585346364395 44.966174132178068))"
"MULTILINESTRING ((-93.285803375119983 44.979237969997605,-93.287562257675376 44.979158706209489))"
"MULTILINESTRING ((-93.287399253329752 44.98386934855241,-93.287540406250727 44.983052481449029))"
"MULTILINESTRING ((-93.287540406250727 44.983052481449029,-93.287206137881952 44.98267934560112))"
"MULTILINESTRING ((-93.287292388536258 44.966660250940613,-93.287476532386847 44.966491708910361))"
"MULTILINESTRING ((-93.287472589631633 44.971574041895387,-93.287113928725759 44.971421227996437))"
"MULTILINESTRING ((-93.287204640263482 44.983849581941612,-93.287399253329752 44.98386934855241))"
"MULTILINESTRING ((-93.287351933462404 44.965647597097082,-93.287382721472781 44.964992071705275))"
"MULTILINESTRING ((-93.287382721472781 44.964992071705275,-93.286922397194559 44.964404598143481))"
"MULTILINESTRING ((-93.286215518823212 44.966327017416013,-93.287351933462404 44.965647597097082))"
"MULTILINESTRING ((-93.28731783164632 44.97534271441112,-93.287201421978878 44.975257975798122))"
"MULTILINESTRING ((-93.286595881529962 44.966925117043147,-93.287292388536258 44.966660250940613))"
"MULTILINESTRING ((-93.286907816475065 44.967641133879134,-93.287292388536258 44.966660250940613))"
"MULTILINESTRING ((-93.287034932518381 44.970906964822817,-93.287277936931972 44.970418147354003))"
"MULTILINESTRING ((-93.287277936931972 44.970418147354003,-93.287160959247203 44.970030299833731))"
"MULTILINESTRING ((-93.286428309224064 44.982922096584311,-93.287206137881952 44.98267934560112))"
"MULTILINESTRING ((-93.286335304694049 44.985277430151861,-93.287204640263482 44.983849581941612))"
"MULTILINESTRING ((-93.287204640263482 44.983849581941612,-93.286538075447737 44.983486515495684))"
"MULTILINESTRING ((-93.287201421978878 44.975257975798122,-93.287033475676424 44.973429042269416))"
"MULTILINESTRING ((-93.285905940231331 44.975147237513553,-93.287201421978878 44.975257975798122))"
"MULTILINESTRING ((-93.287173110709119 44.9884613970369,-93.286962532861793 44.988410280826564))"
"MULTILINESTRING ((-93.287160959247203 44.970030299833731,-93.286347343402028 44.970270033017748))"
"MULTILINESTRING ((-93.287160959247203 44.970030299833731,-93.287159958747949 44.969692216827518))"
"MULTILINESTRING ((-93.287159958747949 44.969692216827518,-93.287090837000591 44.969612005935183))"
"MULTILINESTRING ((-93.287113928725759 44.971421227996437,-93.286232070355027 44.97183337875564))"
"MULTILINESTRING ((-93.287034932518381 44.970906964822817,-93.287113928725759 44.971421227996437))"
"MULTILINESTRING ((-93.287090837000591 44.969612005935183,-93.286794647946707 44.969413590880038))"
"MULTILINESTRING ((-93.286378835411327 44.970470830804331,-93.287034932518381 44.970906964822817))"
"MULTILINESTRING ((-93.287033475676424 44.973429042269416,-93.28640136735892 44.973309905947623))"
"MULTILINESTRING ((-93.286962532861793 44.988410280826564,-93.285865234648327 44.988937049288779))"
"MULTILINESTRING ((-93.286962532861793 44.988410280826564,-93.285973178167055 44.987051359655716))"
"MULTILINESTRING ((-93.286922397194559 44.964404598143481,-93.286183542219035 44.964753587866291))"
"MULTILINESTRING ((-93.286922397194559 44.964404598143481,-93.286896482809098 44.960172651759997))"
"MULTILINESTRING ((-93.286911720531123 44.977011638675179,-93.285803375119983 44.979237969997605))"
"MULTILINESTRING ((-93.28579390398717 44.976749825529467,-93.286911720531123 44.977011638675179))"
"MULTILINESTRING ((-93.286907816475065 44.967641133879134,-93.286665354874813 44.96760006501416))"
"MULTILINESTRING ((-93.284682459758486 44.960172651759997,-93.286896482809098 44.960172651759997))"
"MULTILINESTRING ((-93.286336133850696 44.97024668183434,-93.286794647946707 44.969413590880038))"
"MULTILINESTRING ((-93.286794647946707 44.969413590880038,-93.286508064824361 44.968997703763293))"
"MULTILINESTRING ((-93.286665354874813 44.96760006501416,-93.286537538122374 44.968971643094399))"
"MULTILINESTRING ((-93.286573149713007 44.967565418505558,-93.286665354874813 44.96760006501416))"
"MULTILINESTRING ((-93.286531248690864 44.981775979928109,-93.286645415713281 44.981025186480053))"
"MULTILINESTRING ((-93.285679148755406 44.980192449202605,-93.286645415713281 44.981025186480053))"
"MULTILINESTRING ((-93.286573149713007 44.967565418505558,-93.286595881529962 44.966925117043147))"
"MULTILINESTRING ((-93.286595881529962 44.966925117043147,-93.286219111435372 44.966518545174537))"
"MULTILINESTRING ((-93.286236235786035 44.967634709142281,-93.286573149713007 44.967565418505558))"
"MULTILINESTRING ((-93.286538075447737 44.983486515495684,-93.285206465798097 44.984828081363915))"
"MULTILINESTRING ((-93.286510232175544 44.983372217959584,-93.286538075447737 44.983486515495684))"
"MULTILINESTRING ((-93.286508064824361 44.968997703763293,-93.286537538122374 44.968971643094399))"
"MULTILINESTRING ((-93.286531248690864 44.981775979928109,-93.286016062641082 44.982404984408689))"
"MULTILINESTRING ((-93.284471197100856 44.983454524896111,-93.286510232175544 44.983372217959584))"
"MULTILINESTRING ((-93.286510232175544 44.983372217959584,-93.286428309224064 44.982922096584311))"
"MULTILINESTRING ((-93.286508064824361 44.968997703763293,-93.286068444427187 44.968948594467001))"
"MULTILINESTRING ((-93.286016062641082 44.982404984408689,-93.286428309224064 44.982922096584311))"
"MULTILINESTRING ((-93.28640136735892 44.973309905947623,-93.28568742283224 44.97367968391174))"
"MULTILINESTRING ((-93.28640136735892 44.973309905947623,-93.286232070355027 44.97183337875564))"
"MULTILINESTRING ((-93.28639542294988 44.986160194028805,-93.285973178167055 44.987051359655716))"
"MULTILINESTRING ((-93.286097412850694 44.985435261577763,-93.28639542294988 44.986160194028805))"
"MULTILINESTRING ((-93.285507205743798 44.991740915574049,-93.286383909220774 44.990950138941244))"
"MULTILINESTRING ((-93.286383909220774 44.990950138941244,-93.285793430597167 44.990125021018329))"
"MULTILINESTRING ((-93.285481433560605 44.971209606552257,-93.286378835411327 44.970470830804331))"
"MULTILINESTRING ((-93.286347343402028 44.970270033017748,-93.286378835411327 44.970470830804331))"
"MULTILINESTRING ((-93.286347343402028 44.970270033017748,-93.286336133850696 44.97024668183434))"
"MULTILINESTRING ((-93.285073494119729 44.969427497259851,-93.286336133850696 44.97024668183434))"
"MULTILINESTRING ((-93.286097412850694 44.985435261577763,-93.286335304694049 44.985277430151861))"
"MULTILINESTRING ((-93.286068444427187 44.968948594467001,-93.286236235786035 44.967634709142281))"
"MULTILINESTRING ((-93.286084820815859 44.967573109892363,-93.286236235786035 44.967634709142281))"
"MULTILINESTRING ((-93.286232070355027 44.97183337875564,-93.28563422294495 44.971539353745854))"
"MULTILINESTRING ((-93.286219111435372 44.966518545174537,-93.285921888437613 44.966923969347945))"
"MULTILINESTRING ((-93.286215518823212 44.966327017416013,-93.286219111435372 44.966518545174537))"
"MULTILINESTRING ((-93.285835942547777 44.966110105868381,-93.286215518823212 44.966327017416013))"
"MULTILINESTRING ((-93.285714466977296 44.964828487487331,-93.286183542219035 44.964753587866291))"
"MULTILINESTRING ((-93.286183542219035 44.964753587866291,-93.285835942547777 44.966110105868381))"
"MULTILINESTRING ((-93.285206465798097 44.984828081363915,-93.286097412850694 44.985435261577763))"
"MULTILINESTRING ((-93.286084820815859 44.967573109892363,-93.285214942723357 44.967745323351345))"
"MULTILINESTRING ((-93.285921888437613 44.966923969347945,-93.286084820815859 44.967573109892363))"
"MULTILINESTRING ((-93.286068444427187 44.968948594467001,-93.285233586316707 44.96917529919773))"
"MULTILINESTRING ((-93.286016062641082 44.982404984408689,-93.285561959299898 44.982363642324202))"
"MULTILINESTRING ((-93.285973178167055 44.987051359655716,-93.284405833019264 44.987515342559092))"
"MULTILINESTRING ((-93.285280006426561 44.966888431491959,-93.285921888437613 44.966923969347945))"
"MULTILINESTRING ((-93.285905940231331 44.975147237513553,-93.28579390398717 44.976749825529467))"
"MULTILINESTRING ((-93.285641590784195 44.974889684237546,-93.285905940231331 44.975147237513553))"
"MULTILINESTRING ((-93.285865234648327 44.988937049288779,-93.285833651419367 44.989063877225135))"
"MULTILINESTRING ((-93.28450567650232 44.988092779168568,-93.285865234648327 44.988937049288779))"
"MULTILINESTRING ((-93.285339252872021 44.966118763087145,-93.285835942547777 44.966110105868381))"
"MULTILINESTRING ((-93.285833651419367 44.989063877225135,-93.284171309219474 44.989588301003032))"
"MULTILINESTRING ((-93.285833651419367 44.989063877225135,-93.285724123989425 44.989958461026688))"
"MULTILINESTRING ((-93.285803375119983 44.979237969997605,-93.285647914966376 44.979292815927515))"
"MULTILINESTRING ((-93.28579390398717 44.976749825529467,-93.28501981968158 44.977085286361124))"
"MULTILINESTRING ((-93.285793430597167 44.990125021018329,-93.284813131499831 44.990429966084484))"
"MULTILINESTRING ((-93.285793430597167 44.990125021018329,-93.285724123989425 44.989958461026688))"
"MULTILINESTRING ((-93.285724123989425 44.989958461026688,-93.284171309219474 44.989588301003032))"
"MULTILINESTRING ((-93.285714466977296 44.964828487487331,-93.285174730608929 44.965338956937529))"
"MULTILINESTRING ((-93.284675774341849 44.964091970667219,-93.285714466977296 44.964828487487331))"
"MULTILINESTRING ((-93.28568742283224 44.97367968391174,-93.285640926578751 44.974887542567195))"
"MULTILINESTRING ((-93.285485575302289 44.973586358041324,-93.28568742283224 44.97367968391174))"
"MULTILINESTRING ((-93.285177125297082 44.981718639070202,-93.285679148755406 44.980192449202605))"
"MULTILINESTRING ((-93.285679148755406 44.980192449202605,-93.285585744950851 44.979948853089986))"
